Airport,Community,Airport Name,City,Country,Latitude,Longitude
MJF,12,Mosjøen Airport (Kjærstad),Mosjoen,Norway,65.783996582031,13.214900016785
LKL,12,Banak Airport,Lakselv,Norway,70.068801879883,24.973499298096
OLA,2,Ørland Airport,Orland,Norway,63.69889831542969,9.604000091552734
RRS,2,Røros Airport,Roros,Norway,62.578399658203,11.342300415039
RYG,2,"Moss Airport, Rygge",Rygge,Norway,59.378817,10.785439
LYR,2,"Svalbard Airport, Longyear",Svalbard,Norway,78.246101379395,15.465600013733
SKE,2,Skien Airport,Skien,Norway,59.185001373291016,9.566940307617188
SRP,2,Stord Airport,Stord,Norway,59.791900634765625,5.340849876403809
SSJ,2,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,65.956802368164,12.468899726868
TOS,12,"Tromsø Airport,",Tromso,Norway,69.68329620361328,18.91889953613281
TRF,2,"Sandefjord Airport, Torp",Sandefjord,Norway,59.1866989136,10.258600235
TRD,2,Trondheim Airport Værnes,Trondheim,Norway,63.4578018,10.9239998
SVG,2,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
GDN,2,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.37760162353516,18.46619987487793
KRK,2,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
KTW,2,Katowice International Airport,Katowice,Poland,50.4743,19.08
POZ,2,Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
RZE,2,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
SZZ,2,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,53.584701538100006,14.9021997452
WAW,2,Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434
WRO,2,Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
RNB,2,Ronneby Airport,Ronneby,Sweden,56.266700744629,15.265000343323
GOT,2,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039
JKG,2,Jönköping Airport,Joenkoeping,Sweden,57.757598876953125,14.068699836730955
GSE,2,Gothenburg City Airport,Gothenborg,Sweden,57.7747,11.8704
THN,2,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,58.31809997558594,12.345000267028809
MXX,2,Mora Airport,Mora,Sweden,60.957901,14.5114
NYO,2,Stockholm Skavsta Airport,Stockholm,Sweden,58.78860092163086,16.912200927734375
KID,2,Kristianstad Airport,Kristianstad,Sweden,55.92169952392578,14.08549976348877
KLR,2,Kalmar Airport,Kalkmar,Sweden,56.68550109863281,16.287599563598633
MMX,2,Malmö Sturup Airport,Malmoe,Sweden,55.536305364,13.3761978149
HAD,2,Halmstad Airport,Halmstad,Sweden,56.69110107421875,12.820199966430664
VXO,2,Växjö Kronoberg Airport,Vaxjo,Sweden,56.92910003662109,14.727999687194824
EVG,2,Sveg Airport,Sveg,Sweden,62.04779815673828,14.422900199890137
GEV,2,Gällivare Airport,Gallivare,Sweden,67.13240051269531,20.814599990844727
KRF,2,Kramfors Sollefteå Airport,Kramfors,Sweden,63.04859924316406,17.76889991760254
LYC,2,Lycksele Airport,Lycksele,Sweden,64.54830169677734,18.71619987487793
SDL,2,Sundsvall-Härnösand Airport,Sundsvall,Sweden,62.528099060058594,17.443899154663086
OER,2,Örnsköldsvik Airport,Ornskoldsvik,Sweden,63.40829849243164,18.989999771118164
KRN,2,Kiruna Airport,Kiruna,Sweden,67.821998596191,20.336799621582
SFT,2,Skellefteå Airport,Skelleftea,Sweden,64.62480163574219,21.07690048217773
UME,2,Umeå Airport,Umea,Sweden,63.791801452637,20.282800674438
VHM,2,Vilhelmina Airport,Vilhelmina,Sweden,64.5791015625,16.833599090576172
AJR,2,Arvidsjaur Airport,Arvidsjaur,Sweden,65.59030151367188,19.28190040588379
ORB,2,Örebro Airport,Orebro,Sweden,59.22370147705078,15.038000106811523
VST,2,Stockholm Västerås Airport,Vasteras,Sweden,59.58940124511719,16.63360023498535
LLA,2,Luleå Airport,Lulea,Sweden,65.543800354004,22.121999740601
ARN,2,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
BMA,2,Stockholm-Bromma Airport,Stockholm,Sweden,59.354400634765625,17.941699981689453
BLE,2,Borlange Airport,Borlange,Sweden,60.422000885009766,15.515199661254885
LPI,2,Linköping City Airport,Linkoeping,Sweden,58.4062004089,15.6805000305
NRK,2,Norrköping Airport,Norrkoeping,Sweden,58.58629989624024,16.250600814819336
VBY,2,Visby Airport,Visby,Sweden,57.662799835205,18.346200942993
RLG,2,Rostock-Laage Airport,Laage,Germany,53.9182014465,12.2783002853
BFN,9,Bram Fischer International Airport,Bloemfontein,South Africa,-29.0926990509,26.302400589
CPT,9,Cape Town International Airport,Cape Town,South Africa,-33.9648017883,18.6016998291
DUR,9,King Shaka International Airport,Durban,South Africa,-29.6144444444,31.1197222222
ELS,9,Ben Schoeman Airport,East London,South Africa,-33.0355987549,27.8258991241
GRJ,9,George Airport,George,South Africa,-34.0056,22.378902
HDS,9,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,-24.3686008453,31.0487003326
JNB,9,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
KIM,9,Kimberley Airport,Kimberley,South Africa,-28.802799224900003,24.7651996613
HLA,9,Lanseria Airport,Johannesburg,South Africa,-25.9384994507,27.9260997772
MGH,9,Margate Airport,Margate,South Africa,-30.8574008942,30.343000412
PLZ,9,Port Elizabeth Airport,Port Elizabeth,South Africa,-33.9849014282,25.6173000336
PBZ,9,Plettenberg Bay Airport,Plettenberg Bay,South Africa,-34.0881601675,23.3287234306
PHW,9,Hendrik Van Eck Airport,Phalaborwa,South Africa,-23.9372005463,31.1553993225
PZB,9,Pietermaritzburg Airport,Pietermaritzburg,South Africa,-29.6490001678,30.3987007141
PTG,9,Polokwane International Airport,Potgietersrus,South Africa,-23.845269,29.458615
RCB,9,Richards Bay Airport,Richard's Bay,South Africa,-28.740999221800003,32.0920982361
UTN,9,Pierre Van Ryneveld Airport,Upington,South Africa,-28.39909935,21.2602005005
UTT,9,K. D. Matanzima Airport,Umtata,South Africa,-31.5463631849,28.6733551025
FRW,9,Francistown Airport,Francistown,Botswana,-21.15959930419922,27.47450065612793
BBK,9,Kasane Airport,Kasane,Botswana,-17.83289909362793,25.162399291992188
MUB,9,Maun Airport,Maun,Botswana,-19.97260093688965,23.43110084533692
GBE,9,Sir Seretse Khama International Airport,Gaberone,Botswana,-24.555201,25.9182
BZV,8,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),-4.251699924468994,15.253000259399414
PNR,8,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),-4.816030025482178,11.88659954071045
MTS,9,Matsapha Airport,Manzini,Swaziland,-26.52899932861328,31.3075008392334
BGF,8,Bangui M'Poko International Airport,Bangui,Central African Republic,4.39847993850708,18.51880073547364
BSG,8,Bata Airport,Bata,Equatorial Guinea,1.9054700136184688,9.80568027496338
SSG,8,Malabo Airport,Malabo,Equatorial Guinea,3.755270004272461,8.708720207214355
MRU,9,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,-20.430201,57.683601
RRG,9,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,-19.7577,63.361
DLA,8,Douala International Airport,Douala,Cameroon,4.0060801506,9.71947956085
MVR,8,Salak Airport,Maroua,Cameroon,10.45139980316162,14.257399559020996
NGE,8,N'Gaoundéré Airport,N'gaoundere,Cameroon,7.357009887695312,13.559200286865234
GOU,8,Garoua International Airport,Garoua,Cameroon,9.33588981628418,13.370100021362305
LVI,9,Livingstone Airport,Livingstone,Zambia,-17.821800231933594,25.82270050048828
LUN,9,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,-15.3308000565,28.4526004791
MFU,9,Mfuwe Airport,Mfuwe,Zambia,-13.258899688720703,31.936599731445312
NLA,9,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,-12.998100280762,28.66489982605
HAH,9,Prince Said Ibrahim International Airport,Moroni,Comoros,-11.5337,43.2719
DZA,9,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,-12.804699897766112,45.28110122680664
RUN,9,Roland Garros Airport,St.-denis,Reunion,-20.88710021972656,55.51029968261719
ZSE,9,Pierrefonds Airport,St.-pierre,Reunion,-21.320899963378903,55.42499923706055
TNR,9,Ivato Airport,Antananarivo,Madagascar,-18.7969,47.478802
SMS,9,Sainte Marie Airport,Sainte Marie,Madagascar,-17.093900680541992,49.815799713134766
TMM,9,Toamasina Airport,Toamasina,Madagascar,-18.10950088500977,49.39250183105469
MOQ,9,Morondava Airport,Morondava,Madagascar,-20.28470039367676,44.31760025024414
DIE,9,Arrachart Airport,Antsiranana,Madagascar,-12.34939956665039,49.29169845581055
WMR,9,Mananara Nord Airport,Mananara,Madagascar,-16.16390037536621,49.77379989624024
ANM,9,Antsirabato Airport,Antalaha,Madagascar,-14.99940013885498,50.3202018737793
MJN,9,Amborovy Airport,Mahajanga,Madagascar,-15.6668417421,46.3512325287
NOS,9,Fascene Airport,Nosy-be,Madagascar,-13.3121004105,48.3148002625
WMN,9,Maroantsetra Airport,Maroantsetra,Madagascar,-15.436699867248535,49.68830108642578
SVB,9,Sambava Airport,Sambava,Madagascar,-14.278599739074709,50.17470169067383
FTU,9,Tôlanaro Airport,Tolagnaro,Madagascar,-25.03809928894043,46.95610046386719
TLE,9,Toliara Airport,Toliara,Madagascar,-23.383399963378903,43.72850036621094
SSY,9,Mbanza Congo Airport,M'banza-congo,Angola,-6.269899845123291,14.246999740600586
CAB,9,Cabinda Airport,Cabinda,Angola,-5.59699010848999,12.188400268554688
NOV,9,Nova Lisboa Airport,Huambo,Angola,-12.808899879455566,15.760499954223633
SVP,9,Kuito Airport,Kuito,Angola,-12.404600143433,16.947399139404
LAD,9,Quatro de Fevereiro Airport,Luanda,Angola,-8.85837,13.2312
MEG,9,Malanje Airport,Malanje,Angola,-9.525090217590332,16.312400817871094
SPP,9,Menongue Airport,Menongue,Angola,-14.657600402832031,17.71980094909668
VHC,9,Saurimo Airport,Saurimo,Angola,-9.689069747924805,20.431900024414062
SZA,9,Soyo Airport,Soyo,Angola,-6.141089916229248,12.371800422668455
SDD,9,Lubango Airport,Lubango,Angola,-14.924699783325195,13.574999809265137
LUO,9,Luena Airport,Luena,Angola,-11.768099784851074,19.8976993560791
POG,8,Port Gentil Airport,Port Gentil,Gabon,-0.7117390036582947,8.754380226135254
LBV,8,Libreville Leon M'ba International Airport,Libreville,Gabon,0.458600014448,9.4122800827
TMS,8,São Tomé International Airport,Sao Tome,Sao Tome and Principe,0.3781749904155731,6.712150096893311
BEW,9,Beira Airport,Beira,Mozambique,-19.79640007019043,34.90760040283203
INH,9,Inhambane Airport,Inhambane,Mozambique,-23.876399993896484,35.40850067138672
VXC,9,Lichinga Airport,Lichinga,Mozambique,-13.274,35.2663
MPM,9,Maputo Airport,Maputo,Mozambique,-25.920799,32.572601
APL,9,Nampula Airport,Nampula,Mozambique,-15.105600357055664,39.28179931640625
POL,9,Pemba Airport,Pemba,Mozambique,-12.991762161254885,40.52401351928711
UEL,9,Quelimane Airport,Quelimane,Mozambique,-17.855499267578125,36.86909866333008
TET,9,Chingozi Airport,Tete,Mozambique,-16.104799270629883,33.64020156860352
VNX,9,Vilankulo Airport,Vilankulu,Mozambique,-22.018400192260746,35.31330108642578
SEZ,9,Seychelles International Airport,Mahe,Seychelles,-4.67434,55.521801
PRI,9,Praslin Airport,Praslin,Seychelles,-4.3192901611328125,55.69139862060547
NDJ,8,N'Djamena International Airport,N'djamena,Chad,12.1337,15.034
BUQ,9,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,-20.017401,28.617901
VFA,9,Victoria Falls International Airport,Victoria Falls,Zimbabwe,-18.09589958190918,25.839000701904297
HRE,9,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,-17.931801,31.0928
BLZ,9,Chileka International Airport,Blantyre,Malawi,-15.679100036621094,34.9739990234375
LLW,9,Lilongwe International Airport,Lilongwe,Malawi,-13.7894001007,33.78099823
MSU,9,Moshoeshoe I International Airport,Maseru,Lesotho,-29.462299346923828,27.552499771118164
FIH,8,Ndjili International Airport,Kinshasa,Congo (Kinshasa),-4.38575,15.4446
MDK,8,Mbandaka Airport,Mbandaka,Congo (Kinshasa),0.0226000007242,18.2887001038
GMA,8,Gemena Airport,Gemena,Congo (Kinshasa),3.23536992073,19.7712993622
FKI,8,Bangoka International Airport,Kisangani,Congo (Kinshasa),0.481638997793,25.3379993439
IRP,8,Matari Airport,Isiro,Congo (Kinshasa),2.8276100158691406,27.58830070495605
BUX,8,Bunia Airport,Bunia,Congo (Kinshasa),1.5657199621200562,30.22080039978028
BKY,8,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),-2.3089799880981445,28.808799743652344
GOM,8,Goma International Airport,Goma,Congo (Kinshasa),-1.670809984207153,29.238500595092773
KND,8,Kindu Airport,Kindu,Congo (Kinshasa),-2.91917991638,25.9153995514
FBM,9,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),-11.5913000107,27.5308990479
FMI,8,Kalemie Airport,Kalemie,Congo (Kinshasa),-5.8755598068237305,29.25
KGA,8,Kananga Airport,Kananga,Congo (Kinshasa),-5.90005016327,22.4692001343
MJM,9,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),-6.121240139010001,23.5690002441
BKO,8,Modibo Keita International Airport,Bamako,Mali,12.5335,-7.94994
BJL,8,Banjul International Airport,Banjul,Gambia,13.338000297546388,-16.65220069885254
FUE,2,Fuerteventura Airport,Fuerteventura,Spain,28.452699661254883,-13.863800048828123
VDE,2,Hierro Airport,Hierro,Spain,27.81480026245117,-17.887100219726562
SPC,2,La Palma Airport,Santa Cruz De La Palma,Spain,28.626499,-17.7556
LPA,2,Gran Canaria Airport,Gran Canaria,Spain,27.931900024414062,-15.38659954071045
ACE,2,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
TFS,2,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
TFN,2,Tenerife Norte Airport,Tenerife,Spain,28.4827003479,-16.3414993286
MLN,2,Melilla Airport,Melilla,Spain,35.279800415,-2.9562599659
FNA,8,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955
MLW,8,Spriggs Payne Airport,Monrovia,Liberia,6.289060115814209,-10.758700370788574
ROB,8,Roberts International Airport,Monrovia,Liberia,6.23379,-10.3623
AGA,2,Al Massira Airport,Agadir,Morocco,30.325000762939453,-9.41306972503662
TTA,2,Tan Tan Airport,Tan Tan,Morocco,28.44820022583008,-11.161299705505373
FEZ,2,Saïss Airport,Fes,Morocco,33.9272994995,-4.977960109709999
OUD,2,Angads Airport,Oujda,Morocco,34.787200927734375,-1.92399001121521
RBA,2,Rabat-Salé Airport,Rabat,Morocco,34.051498,-6.75152
CMN,2,Mohammed V International Airport,Casablanca,Morocco,33.36750030517578,-7.589970111846924
RAK,2,Menara Airport,Marrakech,Morocco,31.6068992615,-8.03629970551
OZZ,2,Ouarzazate Airport,Ouarzazate,Morocco,30.9391002655,-6.909430027010001
AHU,2,Cherif Al Idrissi Airport,Al Hociema,Morocco,35.177101135253906,-3.83951997756958
TTU,2,Saniat R'mel Airport,Tetouan,Morocco,35.594299316406,-5.320020198822
TNG,2,Ibn Batouta Airport,Tanger,Morocco,35.726898193400004,-5.91689014435
ZIG,8,Ziguinchor Airport,Ziguinchor,Senegal,12.5556,-16.281799
CSK,8,Cap Skirring Airport,Cap Skiring,Senegal,12.39533,-16.748
DKR,8,Léopold Sédar Senghor International Airport,Dakar,Senegal,14.739700317382812,-17.49020004272461
NKC,8,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,18.31,-15.9697222
NDB,8,Nouadhibou International Airport,Nouadhibou,Mauritania,20.9330997467041,-17.030000686645508
SID,2,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,16.7414,-22.9494
BVC,2,Rabil Airport,Boa Vista,Cape Verde,16.136499404907227,-22.888900756835938
MMO,8,Maio Airport,Maio,Cape Verde,15.15590000152588,-23.213699340820312
SNE,2,Preguiça Airport,Sao Nocolau Island,Cape Verde,16.58839988708496,-24.28470039367676
VXE,2,São Pedro Airport,Sao Vicente Island,Cape Verde,16.833200454711914,-25.055299758911133
ADD,9,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.97789001465,38.7993011475
AMH,9,Arba Minch Airport,Arba Minch,Ethiopia,6.0393900871276855,37.59049987792969
AXU,9,Axum Airport,Axum,Ethiopia,14.14680004119873,38.77280044555664
BJR,9,Bahir Dar Airport,Bahar Dar,Ethiopia,11.608099937438965,37.32160186767578
DIR,9,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.624699592590332,41.85419845581055
GMB,9,Gambella Airport,Gambella,Ethiopia,8.12876033782959,34.5630989074707
GDQ,9,Gonder Airport,Gondar,Ethiopia,12.51990032196045,37.43399810791016
JIM,9,Jimma Airport,Jimma,Ethiopia,7.66609001159668,36.81660079956055
LLI,9,Lalibella Airport,Lalibella,Ethiopia,11.975000381469728,38.97999954223633
MQX,9,Mekele Airport,Makale,Ethiopia,13.467399597167969,39.53350067138672
ASO,9,Asosa Airport,Asosa,Ethiopia,10.018500328063965,34.586299896240234
BJM,9,Bujumbura International Airport,Bujumbura,Burundi,-3.3240199089050293,29.318500518798828
HGA,9,Egal International Airport,Hargeisa,Somalia,9.518170356750488,44.08879852294922
BBO,9,Berbera Airport,Berbera,Somalia,10.389200210571287,44.94110107421875
ABS,9,Abu Simbel Airport,Abu Simbel,Egypt,22.3759994507,31.611700058
CAI,9,Cairo International Airport,Cairo,Egypt,30.12190055847168,31.40559959411621
HRG,2,Hurghada International Airport,Hurghada,Egypt,27.178300857543945,33.799400329589844
LXR,9,Luxor International Airport,Luxor,Egypt,25.671,32.7066
ASW,9,Aswan International Airport,Aswan,Egypt,23.9643993378,32.8199996948
EDL,9,Eldoret International Airport,Eldoret,Kenya,0.4044579863548279,35.23889923095703
KIS,9,Kisumu Airport,Kisumu,Kenya,-0.0861390009522438,34.72890090942383
KTL,9,Kitale Airport,Kitale,Kenya,0.9719889760017396,34.95859909057617
LOK,9,Lodwar Airport,Lodwar,Kenya,3.1219699382781982,35.608699798583984
LAU,9,Manda Airstrip,Lamu,Kenya,-2.252419948577881,40.91310119628906
MBA,9,Mombasa Moi International Airport,Mombasa,Kenya,-4.034830093383789,39.594200134277344
WIL,9,Nairobi Wilson Airport,Nairobi,Kenya,-1.321720004081726,36.81480026245117
WJR,9,Wajir Airport,Wajir,Kenya,1.73324,40.091599
GHT,9,Ghat Airport,Ghat,Libya,25.1455993652,10.1426000595
AKF,9,Kufra Airport,Kufra,Libya,24.178699493408203,23.31399917602539
BEN,9,Benina International Airport,Benghazi,Libya,32.096801757799994,20.2695007324
TIP,9,Tripoli International Airport,Tripoli,Libya,32.6635017395,13.1590003967
LTD,9,Ghadames East Airport,Ghadames,Libya,30.15169906616211,9.715310096740724
KGL,9,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395
KME,9,Kamembe Airport,Kamembe,Rwanda,-2.462239980697632,28.907899856567383
ELF,9,El Fasher Airport,El Fasher,Sudan,13.61489963531494,25.32460021972656
JUB,9,Juba International Airport,Juba,South Sudan,4.87201023102,31.6011009216
KRT,9,Khartoum International Airport,Khartoum,Sudan,15.589500427246094,32.553199768066406
ARK,9,Arusha Airport,Arusha,Tanzania,-3.3677899837493896,36.63330078125
DAR,9,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599
JRO,9,Kilimanjaro International Airport,Kilimanjaro,Tanzania,-3.42940998077,37.0745010376
MYW,9,Mtwara Airport,Mtwara,Tanzania,-10.339099884033203,40.18180084228516
MWZ,9,Mwanza Airport,Mwanza,Tanzania,-2.4444899559021,32.932701110839844
ZNZ,9,Abeid Amani Karume International Airport,Zanzibar,Tanzania,-6.22202,39.224899
EBB,9,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501
TIA,2,Tirana International Airport Mother Teresa,Tirana,Albania,41.4146995544,19.7206001282
BOJ,2,Burgas Airport,Bourgas,Bulgaria,42.56959915161133,27.515199661254883
PDV,2,Plovdiv International Airport,Plovdiv,Bulgaria,42.067799,24.8508
SOF,2,Sofia Airport,Sofia,Bulgaria,42.69669342041016,23.411436080932617
VAR,2,Varna Airport,Varna,Bulgaria,43.232101,27.8251
LCA,2,Larnaca International Airport,Larnaca,Cyprus,34.875099182128906,33.624900817871094
PFO,2,Paphos International Airport,Paphos,Cyprus,34.71799850463867,32.48569869995117
DBV,2,Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.268199920654297
OSI,2,Osijek Airport,Osijek,Croatia,45.46269989013672,18.810199737548828
PUY,2,Pula Airport,Pula,Croatia,44.89350128173828,13.922200202941896
RJK,2,Rijeka Airport,Rijeka,Croatia,45.21689987182617,14.570300102233888
SPU,2,Split Airport,Split,Croatia,43.53889846801758,16.29800033569336
ZAG,2,Zagreb Airport,Zagreb,Croatia,45.7429008484,16.0687999725
ZAD,2,Zadar Airport,Zadar,Croatia,44.108299,15.3467
ALC,2,Alicante International Airport,Alicante,Spain,38.28219985961914,-0.5581560134887695
LEI,2,Almería International Airport,Almeria,Spain,36.84389877319336,-2.3701000213623047
